OCCRR_DTM	OCUR_DYWK	EXTING_DTM	RQRMN_TM	ARA_NM	CTPRV_NM	SGNG_NM	EMNDN_NM	OCCCRR_RI	ARA_LTNMB	CUSE_NM	DMG_AREA	DMG_MONEY	TM_X	TM_Y
2.01302E+11	토	2.01302E+11	1300	대전	대전	동구	구도동		산1-1	원인미상			998076.095	1808426.688
2.01302E+11	월	2.01302E+11	56	대전	대전	동구	용운동		산45-1				995534.4734	1814491.445
2.01304E+11	금	2.01304E+11	30	대전	대전	동구	낭원동		산9-13				997792.8553	1809779.259
2.01304E+11	토	2.01304E+11	117	대전	대전	동구	하소동		산32-1	입산자실화			994218.6082	1801813.033
2.01304E+11	토	2.01304E+11	45	대전	대전	동구	판암동		산48-9	농산폐기물소각			995669.5995	1812854.637
1.99104E+11	목	1.99104E+11	115	대전	대전	동	상소		산18-1	논밭두렁소각	1.7	1500	996522.9556	1804571.969
1.99105E+11	토	1.99105E+11	530	대전	대전	동	판암		산31	무속행위	4	1200	998217.6994	1811463.788
1.99205E+11	일	1.99205E+11	30	대전	대전	동	천		산8-2	어린이불장난	1	100	995440.9582	1812731.755
1.99402E+11	수	1.99402E+11	20	대전	대전	동	가오		산18-1	정신이상자실화	0.16	80	996498.1594	1812811.767
1.99304E+11	월	1.99304E+11	250	대전	대전	동	오		산22	입산자실화	4	1500	1001838.844	1824740.68
1.99404E+11	수	1.99404E+11	120	대전	대전	동	대성		산1-1	어린이불장난	1.5	1500	998089.3833	1810885.901
1.99404E+11	토	1.99404E+11	45	대전	대전	동	대성		산15-1	쓰레기소각	1.2	1000	996953.1336	1811401.288
1.99404E+11	일	1.99404E+11	30	대전	대전	동	신하		산27-2	어린이불장난	0.1	50	1000675.054	1817916.336
1.99504E+11	화	1.99504E+11	55	대전	대전	동	삼정		산1-3	농산부산물소각	0.6	600	998114.4354	1815086.129
1.99505E+11	목	1.99505E+11	140	대전	대전	동	삼괴		산9-7	입산자실화추정	0.8	1000	997858.6583	1805158.549
1.99604E+11	금	1.99604E+11	100	대전	대전	동	효평		산73-1	성묘객실화	4.5	120	996786.9981	1822514.637
1.99604E+11	화	1.99604E+11	109	대전	대전	동	직		산35-1	어린이불장난	0.8	300	998942.5809	1824717.385
1.99702E+11	토	1.99702E+11	150	대전	대전	동	삼괴		산12	성묘객실화	0.4	100	998606.419	1804551.355
1.99704E+11	일	1.99704E+11	310	대전	대전	동	신상		산30-1	입산자실화추정	1.7	250	1001332.913	1817427.196
1.99803E+11	일	1.99803E+11	116	대전	대전	동	구도		산1-1	농산폐기물소각	1	100	998180.2614	1808408.3
1.99803E+11	일	1.99803E+11	40	대전	대전	동	주산		산20	쓰레기소각	0.13	50	997290.4348	1817912.363
2.00204E+11	금	2.00204E+11	23	대전	대전	동	천		산15-22	쓰레기소각	0.19	300	995311.7661	1812819.455
2.00304E+11	수	2.00304E+11	15	대전	대전	동	마산		산38-1	논밭두렁소각	0.01	0	998753.2756	1821092.597
2.00104E+11	수	2.00104E+11	130	대전	대전	동	이사		산9	입산자실화추정	0.2	494	994479.1613	1810149.886
2.00204E+11	목	2.00204E+11	30	대전	대전	동	신상		산45-1	모닥불실화	0.17	150	999282.1385	1817153.897
2.00204E+11	일	2.00204E+11	215	대전	대전	동	신상		산39-1	입산자실화추정	1.5	2526	999387.5349	1817285.809
2.00311E+11	목	2.00311E+11	20	대전	대전	동	신하		산17-2	농산부산물소각	0.02	0	1000439.832	1818392.144
2.00104E+11	금	2.00104E+11	30	대전	대전	동	이사		산9	휴경지소각추정	0.02	0	994479.1613	1810149.886
2.00312E+11	토	2.00312E+11	20	대전	대전	동	비룡		산29-1	쓰레기소각	0.03	200	997811.7518	1815407.333
2.00105E+11	토	2.00105E+11	30	대전	대전	동	추		산26	입산자실화추정	0.08	0	996316.0434	1820058.245
2.00203E+11	금	2.00203E+11	110	대전	대전	동	대성		산11-1	성묘객실화	0.5	0	996893.4531	1811689.198
2.00204E+11	토	2.00204E+11	25	대전	대전	동	신하		산17-2	입산자실화추정	0.05	0	1000439.832	1818392.144
2.00104E+11	화	2.00104E+11	110	대전	대전	동	마산		산27-3	담뱃불실화추정	1	500	998770.2072	1821764.184
2.00301E+11	목	2.00301E+11	15	대전	대전	동	낭월		산10-29	어린이불장난	0.01	0	997257.1886	1809605.496
2.00104E+11	금	2.00104E+11	50	대전	대전	동	직		산97-1	입산자실화추정	0.06	150	998856.5081	1822020.035
2.00109E+11	일	2.00109E+11	448	대전	대전	동	주촌		산36-2	휴경지소각	0.66	211	1002572.832	1822706.51
2.00203E+11	월	2.00303E+11	130	대전	대전	동	오		산2	담뱃불실화추정	3.5	7160	1003241.904	1824507.587
2.00303E+11	목	2.00303E+11	50	대전	대전	동	소호		산20-1	전기누전	0.07	0	996296.3817	1806660.804
2.00111E+11	월	2.00111E+11	40	대전	대전	동	판암		산30-1	폭죽놀이	0.01	0	997910.3289	1811886.433
2.00203E+11	일	2.00203E+11	45	대전	대전	동	신촌		산20	논밭두렁소각	0.02	60	1001279.532	1819043.604
2.00203E+11	월	2.00203E+11	15	대전	대전	동	대별		산5-8	입산자실화추정	0.01	0	996658.8181	1808843.439
2.00112E+11	금	2.00112E+11	240	대전	대전	동	대별		산34	입산자실화추정	0.5	0	996170.1639	1810570.015
2.00104E+11	목	2.00104E+11	20	대전	대전	동	비룡		산40-6	논밭두렁소각	0.02	0	997915.6315	1815781.812
2.00202E+11	토	2.00202E+11	100	대전	대전	동	낭월		산9-4	어린이불장난	0.4	0	997400.0956	1809605.378
2.00004E+11	일	2.00004E+11	130	대전	대전	동	마산		산27-1	성묘객실화	0.5	1230	999039.6324	1821736.919
1.99904E+11	월	1.99904E+11	35	대전	대전	동	비룡		산19-1	입산자실화추정	0.02	0	997064.0273	1816642.028
2.00004E+11	일	2.00004E+11	20	대전	대전	동	비룡		산19-1	입산자실화추정	0.02	50	997064.0273	1816642.028
2.00103E+11	금	2.00103E+11	10	대전	대전	동	대성		산5-7	밭두렁소각	0.03	0	997125.7628	1810341.042
2.00102E+11	화	2.00102E+11	50	대전	대전	동	오		산2	가옥화재	0.67	0	1003241.904	1824507.587
1.99901E+11	수	1.99901E+11	20	대전	대전	동	대성		산23-1	어린이불장난	0.13	8	996939.6162	1810603.33
2.00103E+11	화	2.00103E+11	45	대전	대전	동	상소		산2	농산폐기물소각	0.04	0	996741.3296	1803243.358
2.00103E+11	화	2.00103E+11	30	대전	대전	동	소호		산36-2	농산폐기물소각	0.3	50	994325.1336	1807606.523
2.00103E+11	일	2.00103E+11	30	대전	대전	동	판암		산14-1	어린이불장난	0.15	1386	995590.5324	1814161.925
1.99903E+11	토	1.99903E+11	115	대전	대전	동	하소		산21-1	농산폐기물소각	1.1	690	993633.3382	1802890.882
1.99104E+11	월	1.99104E+11	120	대전	대전	중	금		산8-1	담뱃불실화	2.5	750	993564.9623	1805993.791
1.99303E+11	일	1.99303E+11	50	대전	대전	중	부사		산2-13	미상	1	150	993771.6559	1812084.22
1.99304E+11	월	1.99304E+11	200	대전	대전	중	어남		산3-1	성묘객실화	1.2	200	992532.4586	1803773.81
1.99511E+11	토	1.99511E+11	200	대전	대전	중	호		산6-1	입산자실화추정	0.5	100	993639.2246	1811036
2.00204E+11	금	2.00204E+11	40	대전	대전	중	정생		산7-1	성묘객실화	0.8	6250	992121.7785	1806068.071
2.00105E+11	금	2.00105E+11	25	대전	대전	중	침산		산35-2	입산자실화추정	0.1	0	989802.5376	1809375.059
2.00203E+11	수	2.00203E+11	120	대전	대전	중	호		산6-1	입산자실화추정	0.3	1500	993639.2246	1811036
